1	207
2	469
3	436
4	439
5	424
6	414
7	439
8	420
9	407
10	422
11	377
12	422
13	404
14	367
15	388
16	421
17	386
18	406
19	372
20	348
21	355
22	413
23	366
24	353
25	353
26	388
27	380
28	355
29	377
30	338
31	356
32	356
33	354
34	357
35	369
36	323
37	366
38	347
39	338
40	308
41	352
42	321
43	316
44	332
45	304
46	326
47	324
48	346
49	327
50	336
51	306
52	335
53	323
54	351
55	287
56	331
57	275
58	317
59	294
60	277
61	266
62	278
63	311
64	315
65	293
66	319
67	274
68	297
69	307
70	314
71	319
72	310
73	274
74	340
75	296
76	279
77	329
78	303
79	303
80	297
81	317
82	290
83	319
84	274
85	306
86	273
87	275
88	287
89	265
90	282
91	317
92	272
93	275
94	285
95	305
96	283
97	283
98	290
99	308
100	265
101	321
102	296
103	266
104	266
105	262
106	270
107	242
108	256
109	282
110	213
111	249
112	276
113	255
114	245
115	219
116	242
117	233
118	237
119	219
120	207
121	231
122	256
123	222
124	235
125	220
126	236
127	224
128	216
129	242
130	229
131	238
132	229
133	222
134	232
135	225
136	215
137	215
138	245
139	202
140	205
141	226
142	207
143	191
144	234
145	213
146	203
147	202
148	216
149	184
150	186
151	202
152	201
153	223
154	183
155	207
156	189
157	190
158	194
159	200
160	187
161	206
162	203
163	193
164	180
165	203
166	204
167	187
168	163
169	175
170	190
171	199
172	185
173	208
174	156
175	191
176	164
177	206
178	187
179	181
180	187
181	213
182	174
183	172
184	169
185	169
186	183
187	163
188	182
189	170
190	167
191	182
192	174
193	179
194	197
195	154
196	167
197	167
198	155
199	169
200	161
201	181
202	151
203	150
204	169
205	155
206	179
207	180
208	156
209	175
210	180
211	150
212	180
213	186
214	190
215	181
216	171
217	167
218	181
219	153
220	148
221	144
222	154
223	157
224	199
225	180
226	174
227	171
228	167
229	147
230	143
231	178
232	161
233	164
234	168
235	153
236	194
237	152
238	142
239	165
240	155
241	164
242	159
243	162
244	178
245	164
246	164
247	157
248	151
249	157
250	158
251	165
252	152
253	158
254	158
255	161
256	140
257	182
258	143
259	158
260	155
261	152
262	164
263	172
264	126
265	151
266	166
267	150
268	135
269	158
270	149
271	166
272	168
273	156
274	168
275	135
276	167
277	155
278	166
279	145
280	138
281	175
282	172
283	133
284	150
285	158
286	158
287	157
288	130
289	140
290	132
291	138
292	180
293	149
294	162
295	143
296	162
297	141
298	146
299	138
300	142
301	153
302	142
303	171
304	144
305	144
306	144
307	153
308	162
309	137
310	170
311	168
312	183
313	141
314	155
315	142
316	147
317	144
318	143
319	170
320	160
321	152
322	156
323	141
324	141
325	144
326	146
327	139
328	148
329	139
330	162
331	150
332	153
333	144
334	155
335	143
336	145
337	144
338	147
339	163
340	147
341	148
342	155
343	143
344	149
345	113
346	140
347	165
348	143
349	144
350	144
351	128
352	138
353	139
354	146
355	152
356	131
357	145
358	134
359	145
360	152
361	146
362	138
363	148
364	136
365	133
366	162
367	135
368	158
369	121
370	124
371	139
372	166
373	131
374	149
375	141
376	158
377	147
378	139
379	145
380	136
381	138
382	115
383	128
384	149
385	121
386	154
387	134
388	144
389	129
390	150
391	151
392	131
393	138
394	140
395	137
396	149
397	142
398	138
399	137
400	134
401	144
402	141
403	130
404	126
405	132
406	136
407	165
408	132
409	149
410	121
411	131
412	146
413	145
414	152
415	150
416	144
417	140
418	132
419	148
420	120
421	147
422	135
423	146
424	146
425	132
426	140
427	148
428	129
429	167
430	106
431	122
432	139
433	130
434	144
435	149
436	145
437	119
438	126
439	127
440	121
441	133
442	127
443	158
444	150
445	136
446	117
447	115
448	149
449	128
450	119
451	127
452	126
453	118
454	131
455	147
456	126
457	148
458	140
459	136
460	141
461	146
462	144
463	138
464	123
465	136
466	148
467	142
468	127
469	131
470	110
471	140
472	119
473	119
474	131
475	135
476	158
477	138
478	127
479	132
480	134
481	130
482	135
483	155
484	146
485	138
486	128
487	127
488	132
489	153
490	109
491	112
492	112
493	122
494	129
495	133
496	145
497	145
498	135
499	149
500	112
501	150
502	124
503	136
504	124
505	138
506	112
507	118
508	119
509	149
510	125
511	135
512	125
513	123
514	116
515	138
516	145
517	129
518	128
519	141
520	133
521	123
522	136
523	122
524	129
525	154
526	139
527	162
528	120
529	149
530	133
531	143
532	145
533	123
534	131
535	141
536	127
537	115
538	135
539	115
540	129
541	137
542	124
543	117
544	135
545	121
546	136
547	137
548	127
549	131
550	143
551	140
552	144
553	138
554	137
555	141
556	123
557	138
558	142
559	145
560	149
561	139
562	119
563	114
564	136
565	133
566	141
567	133
568	151
569	130
570	134
571	147
572	142
573	147
574	131
575	132
576	147
577	120
578	130
579	118
580	134
581	140
582	132
583	140
584	124
585	143
586	113
587	148
588	146
589	147
590	112
591	128
592	135
593	140
594	127
595	127
596	113
597	114
598	117
599	124
600	141
601	122
602	134
603	131
604	136
605	117
606	118
607	130
608	121
609	116
610	143
611	128
612	129
613	150
614	103
615	123
616	141
617	139
618	128
619	125
620	156
621	122
622	124
623	121
624	118
625	120
626	134
627	132
628	128
629	95
630	121
631	135
632	106
633	134
634	134
635	130
636	138
637	120
638	131
639	121
640	143
641	118
642	132
643	114
644	118
645	119
646	104
647	132
648	113
649	120
650	128
651	135
652	99
653	135
654	148
655	134
656	126
657	121
658	123
659	111
660	133
661	136
662	142
663	130
664	126
665	131
666	122
667	140
668	133
669	133
670	135
671	139
672	149
673	131
674	122
675	141
676	134
677	145
678	125
679	136
680	117
681	125
682	138
683	143
684	127
685	130
686	127
687	151
688	138
689	135
690	119
691	137
692	137
693	133
694	118
695	120
696	108
697	132
698	135
699	137
700	150
701	145
702	116
703	148
704	155
705	140
706	125
707	146
708	136
709	115
710	147
711	128
712	128
713	139
714	139
715	129
716	137
717	124
718	133
719	129
720	125
721	133
722	124
723	131
724	138
725	133
726	128
727	128
728	152
729	140
730	128
731	138
732	130
733	118
734	129
735	136
736	141
737	137
738	148
739	140
740	130
741	126
742	112
743	126
744	156
745	125
746	153
747	129
748	151
749	111
750	156
751	141
752	118
753	138
754	136
755	128
756	141
757	126
758	148
759	132
760	145
761	153
762	132
763	128
764	120
765	128
766	154
767	145
768	138
769	130
770	146
771	136
772	140
773	135
774	146
775	153
776	128
777	145
778	126
779	143
780	138
781	147
782	146
783	147
784	155
785	126
786	124
787	121
788	126
789	151
790	145
791	163
792	126
793	150
794	136
795	139
796	165
797	150
798	138
799	149
800	123
801	129
802	135
803	135
804	137
805	150
806	142
807	145
808	141
809	177
810	144
811	170
812	154
813	161
814	136
815	139
816	148
817	157
818	158
819	165
820	138
821	149
822	151
823	140
824	145
825	167
826	171
827	173
828	161
829	135
830	154
831	152
832	174
833	153
834	150
835	149
836	151
837	161
838	150
839	159
840	161
841	165
842	159
843	152
844	151
845	154
846	166
847	164
848	155
849	149
850	148
851	180
852	195
853	154
854	178
855	153
856	160
857	166
858	153
859	204
860	151
861	176
862	168
863	160
864	146
865	198
866	165
867	158
868	162
869	162
870	168
871	172
872	186
873	172
874	178
875	181
876	182
877	162
878	173
879	181
880	189
881	164
882	166
883	186
884	187
885	169
886	178
887	165
888	170
889	173
890	175
891	178
892	185
893	187
894	171
895	154
896	184
897	190
898	163
899	179
900	177
901	205
902	203
903	165
904	199
905	182
906	192
907	177
908	177
909	206
910	190
911	191
912	191
913	214
914	194
915	233
916	185
917	208
918	194
919	206
920	183
921	189
922	207
923	199
924	184
925	217
926	232
927	222
928	192
929	212
930	212
931	185
932	218
933	218
934	216
935	236
936	208
937	188
938	194
939	230
940	217
941	222
942	195
943	240
944	230
945	238
946	227
947	237
948	210
949	217
950	237
951	217
952	245
953	224
954	234
955	231
956	252
957	273
958	222
959	235
960	224
961	220
962	230
963	217
964	211
965	149
966	139
967	119
968	128
969	121
970	120
971	118
972	142
973	126
974	113
975	125
976	117
977	142
978	143
979	113
980	139
981	132
982	134
983	135
984	108
985	118
986	122
987	138
988	113
989	122
990	124
991	131
992	125
993	116
994	127
995	97
996	116
997	121
998	132
999	113
1000	105
1001	122
1002	106
1003	113
1004	147
1005	134
1006	106
1007	115
1008	148
1009	136
1010	106
1011	111
1012	122
1013	136
1014	127
1015	120
1016	106
1017	107
1018	125
1019	128
1020	107
1021	133
1022	123
1023	124
1024	117
1025	138
1026	140
1027	124
1028	120
1029	106
1030	140
1031	136
1032	132
1033	124
1034	140
1035	122
1036	131
1037	141
1038	140
1039	133
1040	117
1041	152
1042	132
1043	113
1044	126
1045	114
1046	135
1047	145
1048	134
