1	37
2	173
3	202
4	163
5	181
6	201
7	248
8	216
9	226
10	231
11	225
12	200
13	192
14	205
15	227
16	226
17	218
18	207
19	229
20	212
21	184
22	228
23	237
24	249
25	237
26	216
27	248
28	242
29	266
30	308
31	349
32	1478
33	3103
34	271
35	253
36	517
37	374
38	212
39	196
40	241
41	216
42	222
43	214
44	203
45	182
46	226
47	240
48	209
49	200
50	217
51	208
52	195
53	202
54	204
55	207
56	230
57	193
58	210
59	229
60	214
61	199
62	209
63	243
64	224
65	228
66	219
67	224
68	222
69	221
70	228
71	215
72	222
73	233
74	222
75	233
76	260
77	228
78	234
79	254
80	252
81	224
82	230
83	229
84	221
85	226
86	253
87	236
88	223
89	252
90	219
91	247
92	255
93	254
94	246
95	235
96	204
97	224
98	218
99	232
100	213
101	221
102	223
103	214
104	224
105	217
106	226
107	237
108	223
109	242
110	222
111	252
112	256
113	229
114	245
115	216
116	246
117	251
118	229
119	237
120	223
121	225
122	240
123	221
124	230
125	224
126	250
127	250
128	267
129	241
130	230
131	226
132	248
133	241
134	238
135	240
136	244
137	236
138	215
139	236
140	252
141	223
142	254
143	235
144	276
145	206
146	229
147	260
148	229
149	264
150	218
151	247
152	212
153	222
154	226
155	260
156	279
157	234
158	259
159	238
160	232
161	252
162	237
163	265
164	244
165	262
166	257
167	244
168	222
169	246
170	256
171	245
172	239
173	256
174	260
175	263
176	263
177	279
178	280
179	308
180	306
181	288
182	310
183	342
184	339
185	412
186	445
187	492
188	537
189	553
190	552
191	537
192	549
193	519
194	520
195	501
196	514
197	417
198	470
199	433
200	423
201	402
202	415
203	374
204	341
205	364
206	331
207	304
208	303
209	288
210	315
211	305
212	276
213	292
214	286
215	308
216	278
217	279
218	252
219	275
220	282
221	265
222	283
223	215
224	254
225	273
226	250
227	267
228	250
229	224
230	254
231	258
232	221
233	246
234	232
235	233
236	226
237	265
238	236
239	244
240	241
241	249
242	246
243	246
244	253
245	218
246	228
247	255
248	227
249	223
250	242
251	209
252	219
253	220
254	199
255	245
256	233
257	218
258	225
259	209
260	219
261	204
262	224
263	210
264	244
265	235
266	230
267	210
268	228
269	208
270	250
271	225
272	210
273	206
274	219
275	208
276	234
277	207
278	193
279	222
280	219
281	233
282	229
283	195
284	267
285	191
286	201
287	226
288	203
289	232
290	212
291	218
292	195
293	223
294	199
295	201
296	192
297	210
298	185
299	219
300	224
301	217
302	212
303	229
304	207
305	215
306	196
307	210
308	243
309	204
310	205
311	192
312	221
313	206
314	207
315	191
316	198
317	194
318	204
319	217
320	211
321	163
322	189
323	183
324	175
325	187
326	195
327	203
328	176
329	199
330	197
331	178
332	194
333	196
334	220
335	190
336	189
337	190
338	192
339	198
340	185
341	187
342	185
343	188
344	170
345	208
346	189
347	199
348	168
349	209
350	178
351	208
352	201
353	195
354	205
355	195
356	179
357	202
358	194
359	196
360	180
361	204
362	194
363	190
364	216
365	184
366	198
367	196
368	212
369	189
370	192
371	179
372	201
373	166
374	179
375	199
376	180
377	179
378	195
379	190
380	194
381	203
382	183
383	182
384	179
385	185
386	196
387	188
388	184
389	195
390	186
391	192
392	176
393	207
394	207
395	176
396	201
397	197
398	198
399	190
400	186
401	183
402	152
403	186
404	204
405	210
406	185
407	194
408	173
409	191
410	191
411	196
412	187
413	223
414	184
415	201
416	187
417	187
418	162
419	177
420	194
421	198
422	178
423	184
424	217
425	203
426	225
427	213
428	202
429	212
430	186
431	179
432	190
433	213
434	242
435	198
436	234
437	172
438	220
439	185
440	218
441	171
442	208
443	239
444	199
445	227
446	205
447	234
448	210
449	220
450	230
451	210
452	245
453	218
454	219
455	202
456	206
457	186
458	190
459	200
460	234
461	229
462	214
463	215
464	213
465	233
466	195
467	218
468	203
469	209
470	200
471	220
472	211
473	183
474	198
475	175
476	158
477	187
478	155
479	121
480	112
481	107
482	104
483	81
484	90
485	92
486	84
487	80
488	83
489	86
490	80
491	78
492	60
493	69
494	72
495	50
496	61
497	72
498	45
499	60
500	55
501	50
502	60
503	51
504	57
505	34
506	51
507	47
508	41
509	35
510	45
511	28
512	40
513	40
514	45
515	32
516	36
517	39
518	27
519	38
520	35
521	27
522	33
523	43
524	34
525	32
526	34
527	37
528	26
529	18
530	29
531	21
532	33
533	25
534	26
535	22
536	26
537	19
538	20
539	24
540	22
541	14
542	21
543	23
544	13
545	22
546	21
547	18
548	23
549	16
550	16
551	18
552	16
553	17
554	15
555	27
556	11
557	17
558	21
559	14
560	19
561	22
562	20
563	13
564	10
565	9
566	9
567	17
568	11
569	13
570	13
571	11
572	11
573	22
574	13
575	16
576	15
577	15
578	13
579	20
580	17
581	15
582	13
583	15
584	19
585	16
586	6
587	12
588	9
589	18
590	13
591	17
592	10
593	7
594	13
595	10
596	6
597	9
598	14
599	7
600	14
601	10
602	14
603	14
604	12
605	8
606	11
607	17
608	14
609	12
610	8
611	4
612	10
613	10
614	9
615	10
616	14
617	21
618	17
619	10
620	8
621	9
622	13
623	7
624	4
625	18
626	10
627	9
628	18
629	6
630	105
631	11
632	10
633	9
634	301
635	13
636	9
637	14
638	6
639	7
640	5
641	10
642	13
643	8
644	15
645	10
646	10
647	9
648	9
649	10
650	11
651	12
652	9
653	7
654	9
655	18
656	8
657	8
658	11
659	10
660	7
661	15
662	9
663	70415
680	1
689	1
693	2
694	1
721	1
737	1
751	1
762	1
774	1
776	1
778	1
785	1
787	1
804	1
806	1
807	1
845	1
876	1
884	1
